INITIALS,consumerNum,consumerName,consumerCat,consumerStage,resourceNum,resourceName,resourceCat,resourceStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed,MorrisHaderlie,epibiota_consumed,notes,link.ID,date_added
ZZ_coded,1487,Aleochara (Coprochara) sulcicollis,insect,1,1487,Aleochara (Coprochara) sulcicollis,insect,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,11850,29 May 2024
ZZ_coded,1487,Aleochara (Coprochara) sulcicollis,insect,1,1488,Aleochara arenaria,insect,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,11851,29 May 2024
ZZ_coded,1487,Aleochara (Coprochara) sulcicollis,insect,1,1489,Amblopusa brevipes,insect,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,11852,29 May 2024
ZZ_coded,1487,Aleochara (Coprochara) sulcicollis,insect,1,1490,Bledius fenyesi,insect,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,11853,29 May 2024
ZZ_coded,1487,Aleochara (Coprochara) sulcicollis,insect,1,1491,Bryobiota bicolor,insect,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,11854,29 May 2024
ZZ_coded,1487,Aleochara (Coprochara) sulcicollis,insect,1,1492,Bryobiota giulianii,insect,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,11855,29 May 2024
ZZ_coded,1487,Aleochara (Coprochara) sulcicollis,insect,1,1493,Bryothinusa catalinae,insect,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,11856,29 May 2024
ZZ_coded,1487,Aleochara (Coprochara) sulcicollis,insect,1,1494,Cafius canescens,insect,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,11857,29 May 2024
ZZ_coded,1487,Aleochara (Coprochara) sulcicollis,insect,1,1495,Cafius luteipennis,insect,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,11858,29 May 2024
ZZ_coded,1487,Aleochara (Coprochara) sulcicollis,insect,1,1496,Cafius luteipennis,insect,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,11859,29 May 2024
